SR_NO,sentence_list,np_list,vp_list,ner_rich,label
1327,Both systems ignore con text around the extracted relations that may indi cate whether it is a supposition or conditionally true rather than asserted as factual see 4 5 in Figure 1,3,3,1,TRAIN
1328,The task of Semantic role labeling is to identify arguments of verbs in a sentence and then to clas sify the arguments by mapping the verb to a se mantic frame and mapping the argument phrases to roles in that frame such as agent patient instru ment or benefactive,10,2,1,TRAIN
1329,SRL systems can also identify and classify arguments of relations that are mediated by nouns when trained on NomBank annotations,0,3,0,TRAIN
1330,Where SRL begins with a verb or noun and then looks for arguments that play roles with respect to that verb or noun Open IE looks for a phrase that ex presses a relation between a pair of arguments,3,5,1,TRAIN
1331,That phrase is often more than simply a single verb such as the phrase ‘plays a role in’ or ‘is the CEO of’,4,1,1,TRAIN
1332,3 Relational Extraction in OLLIE Figure 2 illustrates OLLIE’s architecture for learning and applying binary extraction patterns,2,2,1,TRAIN
1333,First it uses a set of high precision seed tuples from REVERB to bootstrap a large training set,5,2,1,TRAIN
1334,Second it learns open pattern templates over this training set,2,2,1,TRAIN
1335,Next OLLIE applies these pattern templates at extraction time,2,1,1,TRAIN
1336,This section describes these three steps in detail,2,0,0,TRAIN
1337,Fi nally OLLIE analyzes the context around the tuple Section 4 to add information attribution clausal modifiers and a confidence function,5,2,1,TRAIN
1338,2Available for download at http reverb cs washington edu ReVerb Seed Tuples Training Data Open Pattern Learning Bootstrapper Pattern Templates Pattern Matching Context Analysis Sentence Tuples Ext,2,0,0,TRAIN
1339,Tuples Extraction Learning Figure 2 System architecture OLLIE begins with seed tuples from REVERB uses them to build a bootstrap training set and learns open pattern templates,6,5,1,TRAIN
1340,These are applied to individual sentences at extraction time,2,1,1,TRAIN
1341,3 1 Constructing a Bootstrapping Set Our goal is to automatically create a large training set which encapsulates the multitudes of ways in which information is expressed in text,5,4,1,TRAIN
1342,The key ob servation is that almost every relation can also be ex pressed via a REVERB style verb based expression,3,0,0,TRAIN
1343,So bootstrapping sentences based on REVERB’s tu ples will likely capture all relation expressions,3,2,1,TRAIN
1344,We start with over 110 000 seed tuples these are high confidence REVERB extractions from a large Web corpus ClueWeb 3 that are asserted at least twice and contain only proper nouns in the argu ments,3,2,1,TRAIN
1345,These restrictions reduce ambiguity while still covering a broad range of relations,2,2,1,TRAIN
1346,For ex ample a seed tuple may be Paul Annacone is the coach of Federer that REVERB extracts from the sentence “Paul Annacone is the coach of Federer ” For each seed tuple we retrieve all sentences in a Web corpus that contains all content words in the tuple,7,3,1,TRAIN
1347,We obtain a total of 18 million sentences,0,1,0,TRAIN
1348,For our example we will retrieve all sentences that contain ‘Federer’ ‘Paul’ ‘Annacone’ and some syn tactic variation of ‘coach’,4,2,1,TRAIN
1349,We may find sentences like “Now coached by Annacone Federer is win ning more titles than ever ” Our bootstrapping hypothesis assumes that all these sentences express the information of the orig inal seed tuple,5,5,1,TRAIN
1350,This hypothesis is not always true,1,0,0,TRAIN
1351,As an example for a seed tuple Boyle is born in Ireland we may retrieve a sentence “Felix G Whar ton was born in Donegal in the northwest of Ireland a county where the Boyles did their schooling ” 3http lemurproject org clueweb09 php To reduce bootstrapping errors we enforce addi tional dependency restrictions on the sentences,8,5,1,TRAIN
1352,We only allow sentences where the content words from arguments and relation can be linked to each other via a linear path of size four in the dependency parse,5,1,1,TRAIN
1353,To implement this restriction we only use the sub set of content words that are headwords in the parse tree,4,1,1,TRAIN
1354,In the above sentence ‘Ireland’ ‘Boyle’ and ‘born’ connect via a dependency path of length six and hence this sentence is rejected from the training set,8,2,1,TRAIN
1355,This reduces our set to 4 million seed tuple sentence pairs,1,1,1,TRAIN
1356,In our implementation we use Malt Dependency Parser Nivre and Nilsson 2004 for dependency parsing since it is fast and hence easily applica ble to a large corpus of sentences,6,0,0,TRAIN
1357,We post process the parses using Stanford’s CCprocessed algorithm which compacts the parse structure for easier extrac tion de Marneffe et al 2006,3,3,1,TRAIN
1358,We randomly sampled 100 sentences from our bootstrapping set and found that 90 of them sat isfy our bootstrapping hypothesis 64 without de pendency constraints,3,3,1,TRAIN
1359,We find this quality to be sat isfactory for our needs of learning general patterns,1,2,1,TRAIN
1360,Bootstrapped data has been previously used to generate positive training data for IE Hoffmann et al 2010 Mintz et al 2009,1,1,1,TRAIN
1361,However previous systems retrieved sentences that only matched the two arguments which is error prone since multiple relations can hold between a pair of entities e g Bill Gates is the CEO of a co founder of and has a high stake in Microsoft,2,3,1,TRAIN
1362,Alternatively researchers have developed sophis ticated probabilistic models to alleviate the effect of noisy data Riedel et al 2010 Hoffmann et al 2011,2,3,1,TRAIN
1363,In our case by enforcing that a sentence ad ditionally contains some syntactic form of the rela tion content words our bootstrapping set is naturally much cleaner,6,3,1,TRAIN
1364,Moreover this form of bootstrapping is better suited for Open IE’s needs as we will use this data to generalize to other unseen relations,4,1,1,TRAIN
1365,Since the relation words in the sentence and seed match we can learn general pattern templates that may apply to other relations too,5,1,1,TRAIN
1366,We discuss this process next,2,0,0,TRAIN
1367,3 2 Open Pattern Learning OLLIE’s next step is to learn general patterns that encode various ways of expressing relations,1,2,1,TRAIN
1368,OL Extraction Template Open Pattern 1,0,0,0,TRAIN
1369,arg1 be rel prep arg2 arg1 ↑nsubjpass↑ rel postag VBN ↓ prep ∗ ↓ arg2 2,0,0,0,TRAIN
1370,arg1 rel arg2 arg1 ↑nsubj↑ rel postag VBD ↓dobj↓ arg2 3,0,0,0,TRAIN
1371,arg1 be rel by arg2 arg1 ↑nsubjpass↑ rel postag VBN ↓agent↓ arg2 4,0,0,0,TRAIN
1372,arg1 be rel of arg2 rel postag NN type Person ↑nn↑ arg1 ↓nn↓ arg2 5,0,0,0,TRAIN
1373,arg1 be rel prep arg2 arg1 ↑nsubjpass↑ slot postag VBN lex ∈announce name choose ↓dobj↓ rel postag NN ↓ prep ∗ ↓ arg2 Figure 3 Sample open pattern templates,3,0,0,TRAIN
1374,Notice that some patterns 1 3 are purely syntactic and others are seman tic lexically constrained in bold font,0,2,0,TRAIN
1375,A dependency parse that matches pattern 1 is shown in Figure 4,3,2,1,TRAIN
1376,LIE learns open pattern templates a mapping from a dependency path to an open extraction i e one that identifies both the arguments and the exact REVERB style relation phrase,6,4,1,TRAIN
1377,Figure 3 gives ex amples of high frequency pattern templates learned by OLLIE,3,2,1,TRAIN
1378,Note that some of the dependency paths are completely unlexicalized 1 3 whereas in other cases some nodes have lexical or semantic restrictions 4 5,2,0,0,TRAIN
1379,Open pattern templates encode the ways in which a relation in the first column may be expressed in a sentence second column,3,3,1,TRAIN
1380,For example a relation Godse kill Gandhi may be expressed with a dependency path 2 Godse ↑nsubj↑ kill postag VBD ↓dobj↓ Gandhi,4,1,1,TRAIN
1381,To learn the pattern templates we first extract the dependency path connecting the arguments and re lation words for each seed tuple and the associated sentence,8,1,1,TRAIN
1382,We annotate the relation node in the path with the exact relation word as a lexical constraint and the POS postag constraint,4,0,0,TRAIN
1383,We create a re lation template from the seed tuple by normalizing ‘is’ ‘was’ ‘will be’ to ‘be’ and replacing the rela tion content word with rel 4 If the dependency path has a node that is not part of the seed tuple we call it a slot node,12,4,1,TRAIN
1384,Intuitively if slot words do not negate the tuple they can be skipped over,3,1,1,TRAIN
1385,As an example ‘hired’ is a slot word for the tuple Annacone is the coach of Federer in the sentence “Federer hired Annacone as a coach”,7,1,1,TRAIN
1386,We associate postag and lexical constraints with the slot node as well,2,0,0,TRAIN
1387,see 5 in Figure 3,0,0,0,TRAIN
1388,Next we perform several syntactic checks on each candidate pattern,1,1,1,TRAIN
1389,These checks are the con straints that we found to hold in very general pat terns which we can safely generalize to other un seen relations,0,3,0,TRAIN
1390,The checks are 1 There are no slot 4Our current implementation only allows a single relation content word extending to multiple words is straightforward the templates will require rel1 rel2,7,4,1,TRAIN
1391,,0,0,0,TRAIN
1392,,0,0,0,TRAIN
1393,nodes in the path,1,0,0,TRAIN
1394,2 The relation node is in the middle of arg1 and arg2,3,0,0,TRAIN
1395,3 The preposition e g if any in the pattern matches the preposition in the relation,3,0,0,TRAIN
1396,4 The path has no nn or amod edges,2,0,0,TRAIN
1397,If the checks hold true we accept it as a purely syntactic pattern with no lexical constraints,1,2,1,TRAIN
1398,Oth ers are semantic lexical patterns and require further constraints to be reliable as extraction patterns,1,1,1,TRAIN
1399,3 2 1 Purely Syntactic Patterns For syntactic patterns we aggressively general ize to unseen relations and prepositions,1,0,0,TRAIN
1400,We remove all lexical restrictions from the relation nodes,1,1,1,TRAIN
1401,We convert all preposition edges to an abstract prep ∗ edge,2,1,1,TRAIN
1402,We also replace the specific prepositions in extraction templates with prep,1,2,1,TRAIN
1403,As an example consider the sentences “Michael Webb appeared on Oprah ” and “ when Alexan der the Great advanced to Babylon ” and associ ated seed tuples Michael Webb appear on Oprah and Alexander advance to Babylon,6,4,1,TRAIN
